TUCASEID	WEIGHT
20190301190869	5327.0
20190301191022	5301.0
20190301191873	14515.0
20190302190650	6892.0
20190302190885	9522.0
20190302191019	4120.0
20190302191037	4750.0
20190302191064	4967.0
20190302191848	5301.0
20190302191902	6892.0
20190303191607	3857.0
20190303191736	11102.0
20190402191123	4750.0
20190402192182	5218.0
20190403190588	6281.0
20190403190907	3857.0
20190403190943	6281.0
20190403190952	5218.0
20190403191387	6281.0
20190403191555	4778.0
20190403191947	4750.0
20190403192292	6559.0
20190403192325	5327.0
20190404190020	4778.0
20190404190904	5764.0
20190504190588	6892.0
20190504190777	4750.0
20190504190832	6892.0
20190504190962	4750.0
20190504190965	5301.0
20190504190975	5301.0
20190504191284	19891.0
20190504191487	3857.0
20190504191599	6281.0
20190504191856	5764.0
20190504191893	6559.0
20190504192330	4750.0
20190504192422	5932.0
20190505192290	3857.0
20190604191247	16854.0
20190605190659	6892.0
20190605190935	6281.0
20190605191030	4750.0
20190605191236	19891.0
20190605191357	6281.0
20190605191485	5764.0
20190605191582	4750.0
20190605192213	6281.0
20190605192285	6892.0
20190605192297	5218.0
20190605192325	5301.0
20190605192472	4750.0
20190606190642	5259.0
20190606190758	6281.0
20190705190672	6892.0
20190705191969	5301.0
20190705192302	4750.0
20190706190546	5218.0
20190706190648	6892.0
20190706191462	4750.0
20190706191944	5301.0
20190706192148	5764.0
20190706192252	5218.0
20190707190550	3857.0
20190806190714	5301.0
20190807190618	3857.0
20190807190998	4513.0
20190807191041	4750.0
20190807191054	4750.0
20190807191089	6892.0
20190807191328	5301.0
20190807191987	4750.0
20190807192245	13362.0
20190807192248	6892.0
20190907190654	11373.0
20190908190571	4750.0
20190908190631	5764.0
20190908191745	5218.0
20190908191952	4750.0
20190908191992	5301.0
20190908192405	5932.0
20190909191793	4778.0
20191008192164	8003.0
20191009190515	5764.0
20191009190589	5932.0
20191009190761	6281.0
20191009191837	6892.0
20191009191879	4750.0
20191009192246	3857.0
20191108191494	5301.0
20191109191927	3857.0
20191109191995	4750.0
20191110190661	6281.0
20191110190878	5764.0
20191110190948	8003.0
20191110191092	6281.0
20191110191308	5606.0
20191110191532	5301.0
20191110191657	4750.0
20191110191728	5526.0
20191110192262	5301.0
20191111190543	3857.0
20191209190555	5764.0
20191210190132	4513.0
20191210192151	8003.0
20191210192352	5526.0
20191211190519	4120.0
20191211190603	6892.0
20191211190655	5932.0
20191211190669	6894.0
20191211190987	5309.0
20191211191341	4750.0
20191211191420	4750.0
20191211191569	8294.0
20191211191857	6892.0
20191211192212	6281.0
20191211192454	6281.0
20191212191426	5301.0
20191212192265	4750.0
20160101160758	7788.0
20160101161856	3565.0
20160111151814	9358.0
20160112150513	3047.0
20160112150876	9195.0
20160112151549	5618.0
20160201160824	7788.0
20160202160816	7368.0
20160202162395	7788.0
20160212150139	3047.0
20160212151632	5527.0
20160301161113	5527.0
20160302161811	7788.0
20160303162381	9195.0
20160402161432	5618.0
20160402162082	7368.0
20160403160764	5095.0
20160403161157	8078.0
20160403162091	3047.0
20160403162153	16108.0
20160403162432	14411.0
20160503160941	6015.0
20160504161751	13960.0
20160505162500	142.0
20160605160528	81.0
20160706160626	4396.0
20160706160740	7368.0
20160706161089	9358.0
20160706162496	2239.0
20160707161580	3565.0
20160806160526	3047.0
20160806162258	7788.0
20160807160863	8078.0
20160807162214	8078.0
20160807162283	3047.0
20160808161235	1897.0
20160808162285	4180.0
20160908162471	9358.0
20161009161562	3565.0
20161009161736	3216.0
20161009161779	7788.0
20161009161900	9358.0
20161009162314	5618.0
20161110160064	7368.0
20161211161993	8078.0
20170101171037	3047.0
20170101171491	8710.0
20170112161375	9611.0
20170112161503	9195.0
20170201170835	4180.0
20170201170860	16108.0
20170201171698	9358.0
20170201171908	4396.0
20170201172166	3216.0
20170301172068	38711.0
20170302171260	8710.0
20170302171626	1897.0
20170302172233	142.0
20170403172218	3047.0
20170404170615	5527.0
20170503172465	9358.0
20170504171237	7788.0
20170504171920	9358.0
20170504172394	5527.0
20170604171252	14411.0
20170605170109	7788.0
20170605171360	7788.0
20170605172272	9195.0
20170705170818	8078.0
20170705171516	13504.0
20170706171281	8710.0
20170706171762	2354.0
20170806170077	5095.0
20170807170569	7280.0
20170807170849	4583.0
20170807171393	17659.0
20170807171593	8078.0
20170807171818	8710.0
20170908171212	7788.0
20170908171619	3565.0
20170909171276	5446.0
20170909172031	6015.0
20171008171504	3710.0
20171010171099	9195.0
20171110170646	8710.0
20171110171931	9358.0
20171111172008	4583.0
20171211171120	5618.0
20180101180700	3216.0
20180101181870	628.0
20180112172317	4180.0
20180201181138	9358.0
20180201181568	9358.0
20180201182034	4396.0
20180212170916	4396.0
20180302180606	4583.0
20180302180938	4396.0
20180302181869	5095.0
20180303181032	19443.0
20180402180923	5618.0
20180402181717	5197.0
20180403180076	7788.0
20180403180648	4396.0
20180403180691	8710.0
20180403181550	9358.0
20180403181755	8710.0
20180403182110	9195.0
20180404180576	8710.0
20180503181103	4583.0
20180504180517	4583.0
20180504181206	8078.0
20180505180763	3047.0
20180605181665	9358.0
20180605182198	8710.0
20180606181223	8078.0
20180606181678	8710.0
20180606181889	5618.0
20180606182117	5527.0
20180706182517	8078.0
20180706182538	8710.0
20180707181434	6015.0
20180806181862	7368.0
20180807180563	3047.0
20180807180649	157.0
20180807180851	13504.0
20180807181747	8078.0
20180808181241	3047.0
20180908180530	143.0
20180908180643	3047.0
20180908180767	7788.0
20180909180869	9611.0
20180909182405	19443.0
20181009180510	4396.0
20181009180518	4583.0
20181009181198	3047.0
20181009181231	5095.0
20181009181334	8710.0
20181009181719	5618.0
20181009182498	5527.0
20181110181050	9358.0
20181110181418	3565.0
20181110181540	8078.0
20181110182524	8710.0
20181210181922	9195.0
20181211180134	11371.0
20181211181334	4396.0
20181211182008	4396.0
20190101190955	3565.0
20190112180795	7788.0
20190112181106	17631.0
20190112181300	19443.0
20190112182468	5095.0
20190112182488	3047.0
20190201192067	11024.0
20190202190010	13504.0
20190212180785	7368.0
20190302190886	6015.0
20190302190993	6015.0
20190302191212	11024.0
20190302191291	13504.0
20190302191695	4396.0
20190303190038	7788.0
20190403190586	5618.0
20190403190752	7368.0
20190403191105	5527.0
20190403191314	5095.0
20190403191797	8710.0
20190404191013	3565.0
20190404192369	5527.0
20190504192405	3047.0
20190605190954	5095.0
20190605191776	4583.0
20190605192489	7788.0
20190606191720	4583.0
20190606192008	5527.0
20190705190689	3047.0
20190706191003	3710.0
20190706191692	4583.0
20190707191169	8078.0
20190807190690	8078.0
20190807191375	89.0
20190807191681	5527.0
20190807191785	4583.0
20190808190986	4583.0
20190808191707	4583.0
20190808192090	3216.0
20190908190598	17659.0
20190909191189	8078.0
20190909191558	8710.0
20191009190610	3047.0
20191109191741	5527.0
20191110190034	5095.0
20191110190695	3216.0
20191110191423	13504.0
20191110191572	8710.0
20191110191706	8078.0
20191110192406	5527.0
20191210191217	3047.0
20191210191607	8078.0
20191211190607	1047.0
20191211191593	4583.0
20191211191771	4583.0
20191212191652	3456.0
20191212192214	8710.0
20160101160769	3579.0
20160201161433	1065.0
20160201161532	1065.0
20160212151053	1754.0
20160301162046	8938.0
20160302160899	1525.0
20160403161759	3579.0
20160504162528	30136.0
20160605160783	2712.0
20160605162354	15641.0
20160605162529	2712.0
20160806161580	1525.0
20161009161379	7258.0
20161211161338	3579.0
20170301172319	1097.0
20170302170919	1525.0
20170302172354	1145.0
20170504171577	29660.0
20170606171407	7258.0
20170908172500	1525.0
20171010170877	1525.0
20180302181022	6861.0
20180302181492	8727.0
20180404182194	3579.0
20180605180702	3579.0
20180806181533	1525.0
20180907181543	2712.0
20190112180786	2712.0
20190201191247	1525.0
20190202191523	6861.0
20190303191796	1525.0
20190403190623	2712.0
20190605191541	3579.0
20190606191142	1525.0
20190908190616	3579.0
20191009191498	2712.0
20191009192403	3579.0
20191110191160	15641.0
20160101160820	7847.0
20160112152349	1929.0
20160301162249	2874.0
20160808160661	2708.0
20160908160607	3787.0
20160908161600	2874.0
20161008160634	5937.0
20161009162357	3200.0
20170402171349	2874.0
20170403170894	2874.0
20170605172416	2987.0
20170705172311	7948.0
20170707172173	3200.0
20171009170055	999.0
20171110170917	3787.0
20171211170787	3200.0
20171211171223	3200.0
20180302182095	1122.0
20180504182030	7847.0
20180504182233	2708.0
20180605182374	5937.0
20180706181516	5937.0
20180707181449	3787.0
20180806182281	3787.0
20190201191326	3200.0
20190201192124	7948.0
20190504192171	3200.0
20190605191499	3787.0
20190706190103	32.0
20190908190547	2874.0
20190908191595	2874.0
20160101160828	8402.0
20160111150835	1548.0
20160302161717	3056.0
20160401162231	9555.0
20160706161144	8329.0
20160706162475	8402.0
20160908161170	1751.0
20161010161212	10919.0
20170111162093	3986.0
20170404172061	4398.0
20170605170748	9555.0
20171010170778	3056.0
20180101181567	291.0
20180201180585	3056.0
20180301181539	6120.0
20180605181353	7427.0
20180807181972	3111.0
20181211181823	1548.0
20181211182131	4839.0
20190301190951	1355.0
20190302190620	4839.0
20190503191404	1751.0
20190504192515	15124.0
20191211192179	820.0
20160101160835	7798.0
20160101161013	3971.0
20160101162452	4848.0
20160111150781	3369.0
20160111152469	3971.0
20160112151362	3306.0
20160201160552	4848.0
20160201160580	3306.0
20160201160891	3306.0
20160201161057	2227.0
20160201161297	5331.0
20160201161823	1037.0
20160301161669	4816.0
20160302160929	4869.0
20160302161606	3306.0
20160402162436	4869.0
20160403160644	1037.0
20160403161141	3369.0
20160403162490	1037.0
20160404160886	5331.0
20160503161092	3440.0
20160504160750	3369.0
20160505160785	2878.0
20160604160703	3306.0
20160605160839	4848.0
20160605162007	3361.0
20160605162058	4009.0
20160705160579	1037.0
20160706160791	1037.0
20160707161774	4848.0
20160707161955	4847.0
20160806162040	3440.0
20160807160541	3971.0
20160807160658	3456.0
20160807162450	4009.0
20160808162167	3440.0
20160908161242	4869.0
20160908161962	4869.0
20160908161971	3369.0
20160908161990	3440.0
20160908162034	6472.0
20161009162135	2043.0
20161009162434	4869.0
20161010160829	3971.0
20161010161245	3440.0
20161110161621	3456.0
20161110161660	4869.0
20161110162257	5331.0
20161209161070	7798.0
20161210160025	5318.0
20161211162198	4848.0
20170101172422	3361.0
20170112160812	3361.0
20170112160949	3971.0
20170112160976	4009.0
20170112161106	3306.0
20170201171955	1131.0
20170201172264	3306.0
20170301171313	3971.0
20170302171005	5238.0
20170302171879	17672.0
20170302172336	5238.0
20170302172398	2701.0
20170402171902	3369.0
20170403170036	3361.0
20170404171487	3369.0
20170503172178	4009.0
20170504170508	3456.0
20170504172383	4848.0
20170605170719	4869.0
20170605171076	4009.0
20170605171554	3306.0
20170605171583	3306.0
20170705172341	3369.0
20170706171252	3369.0
20170706171489	3306.0
20170706171929	3971.0
20170806171066	1037.0
20170807172047	1037.0
20170807172097	3666.0
20170807172311	4816.0
20170808171209	1131.0
20170909171032	3971.0
20171008171778	3971.0
20171009170737	3306.0
20171110171193	3369.0
20171110172459	1667.0
20171210171170	5331.0
20171211170556	1037.0
20171211170651	1667.0
20171211170968	3361.0
20180101181371	3440.0
20180112171406	1037.0
20180112171661	1037.0
20180201182046	3440.0
20180202181860	3361.0
20180301180763	3306.0
20180301181688	29668.0
20180302181247	5331.0
20180403180858	5318.0
20180503180633	4869.0
20180503182122	3369.0
20180503182439	27777.0
20180504181675	5331.0
20180605181200	4869.0
20180605181296	3361.0
20180605181515	4816.0
20180605182257	1667.0
20180606181966	7798.0
20180806180933	3306.0
20180807181521	3456.0
20180807182046	4847.0
20180908180670	5318.0
20180908182417	3440.0
20181009181559	8859.0
20181010182367	4869.0
20181110182026	4869.0
20181110182176	4869.0
20181111180964	4869.0
20181210181495	1859.0
20181210182030	4848.0
20181211181549	7120.0
20181211181978	1037.0
20190111181315	7798.0
20190112180736	7798.0
20190112180752	5318.0
20190112181655	1667.0
20190201190641	22919.0
20190201191509	1037.0
20190201191897	3971.0
20190202191934	1037.0
20190301191739	4847.0
20190302190057	4847.0
20190302190933	5331.0
20190302191698	3369.0
20190302192131	5331.0
20190302192456	1037.0
20190303192544	5331.0
20190402191267	1037.0
20190403191051	6571.0
20190403191751	4848.0
20190403191987	5238.0
20190404191532	4816.0
20190504191289	5331.0
20190504191766	7798.0
20190604192036	6472.0
20190605191751	10423.0
20190605192119	7798.0
20190606191950	3971.0
20190706191791	3369.0
20190706191956	3440.0
20190806191386	7798.0
20190807192020	4869.0
20190908191756	1037.0
20190908192259	3361.0
20190909190852	1855.0
20191008192115	10988.0
20191009190123	3306.0
20191110190621	4848.0
20191111190562	4869.0
20191211191651	4816.0
20191211192495	3971.0
20191212190676	4869.0
20191212191828	4847.0
20160101160856	6068.0
20160112151729	11598.0
20160201162509	11547.0
20160212152147	11582.0
20160402160020	1893.0
20160403160004	12793.0
20160404161891	6474.0
20160504162046	5621.0
20160605161297	3196.0
20160706162402	12686.0
20160807160590	3256.0
20160908160760	6068.0
20161009160555	12686.0
20161009161970	2321.0
20161109162186	11522.0
20170201170586	6891.0
20170302171105	298.0
20170302171711	3196.0
20170303171669	11598.0
20170403170915	6068.0
20170504170719	11598.0
20170605170812	11547.0
20170706171944	1669.0
20170908172314	5621.0
20170908172507	6891.0
20171111172227	1669.0
20171211172103	3445.0
20171212170874	12244.0
20180112171093	6891.0
20180112172036	1669.0
20180201181480	295.0
20180604181804	11598.0
20180604182424	12793.0
20180705181287	298.0
20180706181671	203.0
20180706181896	12793.0
20180908181785	6891.0
20181008181729	5621.0
20181009180829	3256.0
20181109180601	295.0
20181110181621	1669.0
20181211181399	1669.0
20181212181034	1669.0
20190101191219	11547.0
20190201192404	6068.0
20190212180699	11695.0
20190302190934	3196.0
20190402192224	1669.0
20190504192489	5621.0
20190605191297	5621.0
20190605191415	11547.0
20190706191508	1669.0
20190908191808	12686.0
20191009191259	1669.0
20191009191444	6068.0
20191110190974	6891.0
20191110191438	6891.0
20191211190969	5621.0
20191211191414	6891.0
20160101160862	9416.0
20160101161080	9170.0
20160101161704	8674.0
20160111150783	4064.0
20160111151135	8674.0
20160111151139	8674.0
20160111151914	18312.0
20160112150144	9416.0
20160112150613	9497.0
20160112150688	6389.0
20160112150701	9529.0
20160112150908	25863.0
20160112150956	9497.0
20160112150992	6389.0
20160112151233	13474.0
20160112151428	9995.0
20160112151487	9497.0
20160112151513	7903.0
20160112151985	9766.0
20160112152156	7657.0
20160112152501	6363.0
20160201160047	9170.0
20160201160056	5540.0
20160201160526	9497.0
20160201160991	8674.0
20160201161008	9497.0
20160201161064	10766.0
20160201161096	12048.0
20160201161125	9497.0
20160201161182	8940.0
20160201161352	10653.0
20160201161382	6099.0
20160201161551	7657.0
20160201161646	9497.0
20160201161814	7657.0
20160201161968	19185.0
20160201161986	6389.0
20160201162025	7903.0
20160201162112	8940.0
20160201162181	8674.0
20160201162313	9497.0
20160201162345	12048.0
20160201162348	9995.0
20160201162476	14289.0
20160201162533	4064.0
20160202160857	10766.0
20160202161186	9416.0
20160202161205	8105.0
20160202161325	5540.0
20160202162085	9497.0
20160212150612	23163.0
20160212151311	6363.0
20160212151427	6099.0
20160212151471	9529.0
20160212151920	8105.0
20160212151932	10653.0
20160212152132	9497.0
20160212152257	5540.0
20160212152282	5540.0
20160212152289	5540.0
20160301160555	12048.0
20160301160713	10653.0
20160301160952	6558.0
20160301161001	5540.0
20160301161478	6363.0
20160302160542	10766.0
20160302160560	8674.0
20160302160623	7903.0
20160302160636	8105.0
20160302160697	6363.0
20160302160709	16512.0
20160302160733	7657.0
20160302160849	6389.0
20160302160883	4064.0
20160302161138	8674.0
20160302161469	10766.0
20160302161531	6099.0
20160302161598	18127.0
20160302161813	8674.0
20160302161846	9170.0
20160302161881	9416.0
20160302161958	16199.0
20160302162116	9495.0
20160302162127	9529.0
20160302162141	9529.0
20160302162186	7243.0
20160302162475	6363.0
20160303160686	9170.0
20160303161753	8592.0
20160303162277	9416.0
20160402160039	8895.0
20160402160134	8674.0
20160402161142	7903.0
20160402161291	7903.0
20160402161365	16199.0
20160403160601	5540.0
20160403160614	10653.0
20160403160669	7903.0
20160403160709	9170.0
20160403160850	9766.0
20160403161003	7903.0
20160403161171	5540.0
20160403161191	7657.0
20160403161286	7903.0
20160403161364	9416.0
20160403161656	8674.0
20160403161659	8674.0
20160403161680	7657.0
20160403161739	8674.0
20160403161961	5615.0
20160403162008	8674.0
20160403162109	8674.0
20160403162237	7657.0
20160403162355	5540.0
20160404160051	9529.0
20160404160575	4064.0
20160404161025	10766.0
20160404161092	9497.0
20160404161894	9497.0
20160503161020	16315.0
20160503161353	9170.0
20160503161566	5615.0
20160503161873	9884.0
20160503161884	12048.0
20160503162131	7657.0
20160503162506	7903.0
20160504160506	5540.0
20160504160560	6363.0
20160504160624	6389.0
20160504160902	8674.0
20160504161011	9416.0
20160504161042	9884.0
20160504161068	6389.0
20160504161107	9416.0
20160504161167	18094.0
20160504161185	7903.0
20160504161221	9497.0
20160504161439	7657.0
20160504161712	6389.0
20160504161769	8490.0
20160504161798	7657.0
20160504161860	10653.0
20160504162025	8674.0
20160504162215	9170.0
20160504162493	15990.0
20160505160866	9497.0
20160505161013	9416.0
20160505161136	9529.0
20160505161166	30011.0
20160505161215	10766.0
20160505162105	6363.0
20160505162222	7657.0
20160604160715	5615.0
20160604161620	9170.0
20160605160637	9497.0
20160605160655	8940.0
20160605160721	9170.0
20160605160736	4103.0
20160605160879	9416.0
20160605160906	8674.0
20160605161101	8592.0
20160605161266	7903.0
20160605161332	9416.0
20160605161334	9170.0
20160605161430	8592.0
20160605161619	12048.0
20160605161672	9497.0
20160605161753	6363.0
20160605161824	22263.0
20160605161853	8912.0
20160605161941	5540.0
20160605161973	10653.0
20160605162072	6363.0
20160605162375	7657.0
20160605162392	9766.0
20160605162446	12048.0
20160605162521	9497.0
20160606160685	8674.0
20160606162389	9529.0
20160705160778	9497.0
20160705161302	19185.0
20160705161540	5540.0
20160705161618	9497.0
20160705161882	10653.0
20160705162016	9416.0
20160705162390	9416.0
20160706160145	9416.0
20160706160865	9766.0
20160706160994	7903.0
20160706161080	6363.0
20160706161192	9529.0
20160706161555	8674.0
20160706161597	9416.0
20160706161743	8592.0
20160706161853	9170.0
20160706162120	8490.0
20160706162201	8674.0
20160706162248	6363.0
20160706162332	8674.0
20160707160069	6363.0
20160707160708	7657.0
20160707160829	9170.0
20160707161436	7657.0
20160707161480	8674.0
20160707161674	9497.0
20160806161514	7657.0
20160806161606	9497.0
20160806161660	8592.0
20160806161677	9995.0
20160806161872	8592.0
20160806161935	9416.0
20160806162049	18312.0
20160806162256	16199.0
20160807160095	5540.0
20160807160736	9848.0
20160807160869	9416.0
20160807160907	6389.0
20160807161661	6099.0
20160807161741	9416.0
20160807161906	9497.0
20160807161982	10766.0
20160807161991	9766.0
20160807162079	8592.0
20160807162174	10766.0
20160807162230	6389.0
20160807162395	9766.0
20160808160054	7903.0
20160808160595	5540.0
20160808161499	7903.0
20160808161680	9995.0
20160808161900	9497.0
20160808161973	8674.0
20160808162280	6363.0
20160808162436	9529.0
20160907160118	9497.0
20160907160682	9766.0
20160907160683	6389.0
20160907160993	6099.0
20160907162249	9884.0
20160908160721	6363.0
20160908160795	9529.0
20160908161007	6389.0
20160908161054	7903.0
20160908161145	12048.0
20160908161278	8674.0
20160908161329	16512.0
20160908161364	9497.0
20160908161463	4064.0
20160908161538	6363.0
20160908161620	8674.0
20160908161728	5615.0
20160908161743	18127.0
20160908161799	9416.0
20160908161894	8674.0
20160908162015	5540.0
20160908162165	6389.0
20160908162332	9170.0
20160908162498	15990.0
20160908162509	7903.0
20160909160639	9766.0
20160909160823	10766.0
20160909160827	8105.0
20160909162241	9497.0
20161008161346	9416.0
20161009160585	4064.0
20161009161255	9766.0
20161009161377	9529.0
20161009161623	6599.0
20161009161695	9416.0
20161009161761	5615.0
20161009162034	6389.0
20161009162052	7657.0
20161009162172	7243.0
20161009162239	6099.0
20161009162302	9416.0
20161009162329	8674.0
20161009162481	10653.0
20161009162511	8674.0
20161010162105	10653.0
20161010162323	9495.0
20161010162495	9170.0
20161109160612	5540.0
20161109160825	5615.0
20161109161095	16512.0
20161109161303	9170.0
20161109162000	9416.0
20161109162115	8940.0
20161109162168	30011.0
20161110160097	9995.0
20161110160563	5615.0
20161110160598	6363.0
20161110160887	6558.0
20161110161060	9416.0
20161110161123	6599.0
20161110161197	7657.0
20161110161537	9170.0
20161110161904	7657.0
20161110161960	8805.0
20161110162109	4119.0
20161110162207	9884.0
20161110162373	7903.0
20161110162481	8940.0
20161111160006	8940.0
20161111161602	9416.0
20161111162073	11251.0
20161111162521	18094.0
20161209161123	7243.0
20161210160928	9416.0
20161211160088	5615.0
20161211160624	9497.0
20161211160650	7243.0
20161211160766	9766.0
20161211160997	19185.0
20161211161564	5540.0
20161211161730	9529.0
20161211162097	6363.0
20161211162137	8940.0
20161211162189	6389.0
20161211162342	10766.0
20161211162498	9170.0
20161212161193	6389.0
20161212161953	9497.0
20170101170578	14354.0
20170101170714	5540.0
20170101171305	9848.0
20170101171534	9170.0
20170101171808	6389.0
20170101171880	5615.0
20170101172172	9416.0
20170101172402	6389.0
20170111160728	4119.0
20170111160926	23163.0
20170111161027	9416.0
20170111161091	9529.0
20170111161316	9170.0
20170111161435	7903.0
20170111162128	5615.0
20170111162239	8674.0
20170112160106	7903.0
20170112160607	8940.0
20170112160686	6363.0
20170112160847	6099.0
20170112160912	23163.0
20170112160939	9529.0
20170112161428	9170.0
20170112161454	9416.0
20170112161473	8674.0
20170112161516	7657.0
20170112161518	8674.0
20170112161887	5540.0
20170112161900	9497.0
20170112162339	8346.0
20170112162443	6363.0
20170112162526	6363.0
20170201170028	7657.0
20170201170605	10766.0
20170201170777	9495.0
20170201170780	9416.0
20170201170917	7657.0
20170201170962	8895.0
20170201170993	9497.0
20170201171098	8592.0
20170201171103	9170.0
20170201171122	9416.0
20170201171528	6558.0
20170201171796	9416.0
20170201171896	9497.0
20170201171939	7903.0
20170201171971	14354.0
20170201172013	7657.0
20170201172148	9529.0
20170201172188	5540.0
20170201172386	9416.0
20170201172481	8912.0
20170202170036	8940.0
20170202171116	9416.0
20170211162168	15990.0
20170212160990	9170.0
20170212161881	8940.0
20170301171405	9529.0
20170302170039	7243.0
20170302170130	16512.0
20170302170137	8940.0
20170302170627	10653.0
20170302170695	6363.0
20170302170908	9170.0
20170302171150	16512.0
20170302171277	6363.0
20170302171314	9416.0
20170302171496	23163.0
20170302171547	4103.0
20170302171552	6389.0
20170302171593	16315.0
20170302171750	6389.0
20170302171778	4103.0
20170302171966	9529.0
20170302171987	8592.0
20170302172092	9170.0
20170302172327	8674.0
20170302172524	6363.0
20170303170856	10766.0
20170303172165	9416.0
20170312160811	10653.0
20170401171126	8105.0
20170402171050	9766.0
20170402171058	8912.0
20170402171601	9416.0
20170402172146	8912.0
20170403170590	6389.0
20170403170777	14289.0
20170403170790	8895.0
20170403170922	7903.0
20170403171003	10628.0
20170403171232	4119.0
20170403171276	22474.0
20170403171434	22263.0
20170403171629	9848.0
20170403171640	9497.0
20170403171860	10653.0
20170403171861	9170.0
20170403171991	16199.0
20170403172041	10766.0
20170403172064	8592.0
20170403172182	10653.0
20170403172228	16512.0
20170403172271	8674.0
20170403172370	18127.0
20170403172401	4119.0
20170404170710	8674.0
20170404171095	12048.0
20170404171377	9170.0
20170404171439	10653.0
20170404171523	30011.0
20170404171939	9416.0
20170404172083	10322.0
20170404172120	6099.0
20170404172264	22474.0
20170502171797	16315.0
20170503170108	6363.0
20170503171698	16315.0
20170504170539	6389.0
20170504170553	9416.0
20170504170618	18312.0
20170504170698	9497.0
20170504170913	9766.0
20170504171122	9170.0
20170504171291	8674.0
20170504171489	8674.0
20170504171578	9995.0
20170504171586	7903.0
20170504171701	14549.0
20170504171933	8674.0
20170504171934	8895.0
20170504171959	8940.0
20170504171983	9170.0
20170504172035	9497.0
20170504172143	8105.0
20170504172265	8940.0
20170504172368	6389.0
20170504172376	5540.0
20170504172504	9995.0
20170505170500	10766.0
20170505170845	7903.0
20170505171125	9416.0
20170505171431	8592.0
20170505171864	8674.0
20170505171895	5540.0
20170604170943	9766.0
20170604171476	8674.0
20170604171875	19185.0
20170604171909	9497.0
20170604172250	9170.0
20170604172486	15990.0
20170605170604	6363.0
20170605170615	5540.0
20170605170858	9766.0
20170605170967	9170.0
20170605170976	5540.0
20170605170993	5615.0
20170605170998	7903.0
20170605171116	6389.0
20170605171149	8895.0
20170605171192	5540.0
20170605171285	8674.0
20170605171540	5540.0
20170605171676	7903.0
20170605171981	5540.0
20170605172059	9529.0
20170605172453	10766.0
20170605172495	8105.0
20170605172507	8674.0
20170605172519	6363.0
20170606172237	6389.0
20170705170902	10766.0
20170705171395	6363.0
20170706170504	6363.0
20170706170527	9416.0
20170706170620	6363.0
20170706170752	9170.0
20170706170804	9995.0
20170706170852	9416.0
20170706170944	9416.0
20170706171025	4592.0
20170706171122	9766.0
20170706171198	8592.0
20170706171285	6363.0
20170706171316	7657.0
20170706171536	4119.0
20170706171774	6099.0
20170706171785	8674.0
20170706171795	5540.0
20170706171802	7903.0
20170706172015	8674.0
20170706172043	6099.0
20170706172093	6363.0
20170706172163	10766.0
20170706172189	6099.0
20170706172297	6599.0
20170706172322	9170.0
20170706172442	6363.0
20170706172489	9529.0
20170706172521	10653.0
20170706172526	8940.0
20170707170850	6599.0
20170707171802	9497.0
20170707171899	7657.0
20170806170545	10766.0
20170806170616	7903.0
20170806170662	9497.0
20170806170733	9495.0
20170806171177	9497.0
20170806171815	16315.0
20170806171863	9529.0
20170807170001	10766.0
20170807170501	8912.0
20170807170549	9170.0
20170807170555	9529.0
20170807170588	9416.0
20170807171000	9529.0
20170807171857	6558.0
20170807172007	9497.0
20170807172495	8674.0
20170807172520	9416.0
20170808172104	9529.0
20170907170510	9495.0
20170907171240	9766.0
20170907171626	6389.0
20170907171705	10653.0
20170908170523	8912.0
20170908170538	9497.0
20170908170619	7903.0
20170908170842	6389.0
20170908171113	10766.0
20170908171139	5540.0
20170908171279	10653.0
20170908171461	8592.0
20170908171494	22474.0
20170908171757	9170.0
20170908171797	9170.0
20170908171851	10653.0
20170908171869	9497.0
20170908172046	6363.0
20170908172079	6389.0
20170908172112	5540.0
20170908172125	8940.0
20170908172133	8674.0
20170908172155	14289.0
20170908172202	6389.0
20170908172215	9529.0
20170908172240	6389.0
20170908172399	7243.0
20170909171556	9416.0
20170909172224	9766.0
20171008170722	9170.0
20171008171013	9416.0
20171008171204	9497.0
20171008171574	8940.0
20171008171825	10766.0
20171008172387	9529.0
20171009170044	36268.0
20171009170751	8674.0
20171009170988	6363.0
20171009171165	5540.0
20171009171278	6363.0
20171009171591	5540.0
20171009171607	7243.0
20171009171642	9416.0
20171009171669	7903.0
20171009171773	10766.0
20171009171842	16315.0
20171009171861	8674.0
20171009172119	18127.0
20171009172297	5540.0
20171010170595	5540.0
20171010170703	9170.0
20171010171184	6099.0
20171010171248	8674.0
20171010171648	9497.0
20171010171721	7903.0
20171010171971	6099.0
20171010172144	18312.0
20171010172211	6363.0
20171010172388	5540.0
20171109170536	6363.0
20171109170725	9529.0
20171109171273	8674.0
20171110170525	10766.0
20171110170710	7903.0
20171110171129	9416.0
20171110171222	4119.0
20171110171277	8674.0
20171110171548	9497.0
20171110171597	6558.0
20171110172087	7243.0
20171110172128	7903.0
20171110172158	7243.0
20171110172326	7657.0
20171110172469	6099.0
20171110172508	9766.0
20171111170771	9497.0
20171111171123	9497.0
20171111172360	12048.0
20171210170967	9848.0
20171210171218	9497.0
20171210171985	6099.0
20171210172199	6389.0
20171210172396	5540.0
20171211170040	9170.0
20171211170662	5540.0
20171211170808	12048.0
20171211171134	8592.0
20171211171166	8592.0
20171211171189	7903.0
